mean,mean,164.96,165.15
just,just,165.15,165.4
do,do,165.41,165.65
whatever,whatever,165.65,166.07
the,the,166.07,166.17
hell,hell,166.17,166.51999999999998
you,you,166.52,166.71
gotta,gotta,166.71,166.98000000000002
do,do,166.98,167.36
I,i,167.38,167.65
don't,don't,167.66,167.82
know,know,167.82,168.04999999999998
Just,just,168.36,168.66000000000005
end,end,168.67,168.97
up,up,168.97,169.17
where,where,169.19,169.4
it,it,169.4,169.52
says,says,169.52,169.9
on,on,169.9,170.03
the,the,170.03,170.12
ticket,ticket,170.12,170.63
really,really,170.63,171.13
